id,persona,scenario,route,component_file,screen_area,friction,severity,frequency,evidence,suggested_fix,burden_type,round
X2-05,X2 DSL,erase a child,DELETE /api/my/children/:id,server/src/lib/hubPrivacy.ts,Erase,Notification bodies and remote-sync liveAnswers and uploaded board images survive erase,3,,hubPrivacy.ts:92-118 only childIds/attendance/elements,Erase liveAnswers[childId]; delete board image docs; purge notifications by ref,,1
X2-06,X2 DSL,parent asks who was in lesson,POST /lessons/:id/join,server/src/routes/hub/lessonsApi.ts,Join,No participant log; any in-scope tutor joins as owner; only first tutorJoinedAt kept,3,,lessonsApi.ts:441-445; :479,Record every join/leave with role and uid; restrict owner to assigned tutor plus named cover,,1
X2-07,X2 DSL,parent asks who saw data,GET /api/privacy/export,server/src/lib/hubPrivacy.ts,Export,No access log of staff viewing a child's data,3,,no read audit in hub routes,Log staff reads of child profile/threads and expose in export,,1
X2-08,X2 DSL,HQ view as tutor then button,x-act-as header,server/src/middleware/role.ts,Impersonation,Writes stamped as the tutor; no actedBy; audit is console.warn plus optional log call,4,,role.ts:138-150; platform.ts:32-40; doubtsApi.ts:174,Stamp actedBy on all writes; refuse messaging and joins while impersonating; server-side log on every act-as request,,1
X2-09,X2 DSL,HQ view as tutor then button,x-act-as header,components/shell/ImpersonationBar.tsx,Bar,Header works without calling the audit endpoint so impersonation can happen unlogged; parents/tutors get no notice,3,,role.ts:140 vs platform.ts:39,Make header valid only with a server-issued session id from /impersonate,,1
X2-10,X2 DSL,kid tries to leave hub,n/a,features/learninghub/family/ParentGate.tsx,Parent gate,Client-only sum with unlimited guesses; sessionStorage state,2,,ParentGate.tsx:8-21; KidMode.tsx:10,Add attempt lockout and optional parent PIN; keep server-side child context,,1
X2-11,X2 DSL,live video safety,POST /lessons/:id/join,server/src/lib/hubVideo.ts,Room settings,Families may enter the room 10 mins early before tutor; no lobby; capacity up to 200,2,,hubVideo.ts:108-118; lessonsApi.ts:455,Require tutor-present before family token mint; set lobby,,1
X2-12,X2 DSL,tool autosave,PUT /tools/state,server/src/routes/hub/toolsApi.ts,Tool state,Arbitrary JSON up to 64 KB stored under child key; writing tools promise nothing leaves device,2,,toolsApi.ts:36,66-78; TimedWriting.tsx:81,,1
X2-13,X2 DSL,child nudges,Student Home,features/learninghub/home/StudentHome.tsx,Streak flame,Streaks and keep-it-going copy on by default,2,,StudentHome.tsx:56-61,138-142,,1
X2-14,X2 DSL,dev/test email,notifyFamilies,server/src/lib/mailer.ts,Mail gate,Safe by default (MAIL_LIVE off) but staging DB with MAIL_LIVE=1 would mail real parents,2,,mailer.ts:87-99; hubNotify.ts:47-76,Refuse MAIL_LIVE when NODE_ENV or project id is not production,,1
X2-15,X2 DSL,franchise scoping,GET /doubts,server/src/routes/hub/doubtsApi.ts,Inbox,Scoping correct but every tutor in a franchise sees every child's threads; tenant read then filter in memory,2,,doubtsApi.ts:137-139,Query by franchiseId and assigned tutor,,1
X3-01,X3 Information architect,All,/freelancer/learninghub,features/learninghub/panels.tsx,Tab strip,"11 tabs organised by data type not by tutor job; strip scrolls, last tab cut off at ~900px",4,,panels.tsx:31 TAB_ORDER; 01-inventory Summary; brief 7A.2 #1,"Collapse to 6 job tabs: Today, Students, Library, Teach, Progress, Messages",,1
X3-02,X3 Information architect,"3,4,10",/freelancer/learninghub,features/learninghub/home/TutorHome.tsx,Assign,"Assign has 14 entry points and 3 code paths (shared intent, direct form, 2 direct-post mini-forms) so same verb behaves differently by origin",4,,"01-inventory Duplicate paths; HomeworkForLesson.tsx:80,108; inperson/api.ts:48","One global Assign sheet: what, who, when, done; delete the direct-post forms",,1
X3-03,X3 Information architect,2,/freelancer/learninghub,features/learninghub/home/TutorHome.tsx,Mark,"Marking split over 3 queues (Homework To mark, Quizzes Marking, Placement Marking) plus Home rows that only jump tab",4,,TutorHome.tsx:168-171; 01-inventory Sub-tabs,One Mark queue on Today with Mark and next across types,,1
X3-04,X3 Information architect,2,/freelancer/learninghub,features/learninghub/homework/MarkDialog.tsx,Mark,Mark and next exists only for homework; quiz written answers need open+save per item; clearing 9+7 costs ~28 clicks,3,,MarkDialog.tsx:12; click count table in X3-journal,Reuse Mark and next for all types; keyboard next,,1
X3-05,X3 Information architect,1,/freelancer/learninghub,features/learninghub/home/TutorHome.tsx,Today,Home is a 10-block dashboard (~220 words) before tonight's task; answers 'how big is my catalogue' before 'what now',3,,01b Home row; brief 7A.1,"Today = next class, to mark, overdue/quiet, one Assign button; rest to Progress",,1
X3-06,X3 Information architect,1,/freelancer/learninghub,features/learninghub/HubHero.tsx,Hero,"Four vanity stat tiles on Home (Lessons 7,894 = notes incl. boards/drafts, Subjects 7 = distinct topic strings, Worksheets 1 = attachments)",3,,"01c 1.1; ranked #3, #11",Delete tiles from Today; if kept define as isLesson && !board,,1
X3-07,X3 Information architect,8,/freelancer/learninghub,features/learninghub/home/ClassSnapshot.tsx,Nudge,"'Needs a nudge' row is labelled Assign, opens the homework form with no student preselected; a nudge is a message not homework",3,,ClassSnapshot.tsx:163-167; 01-inventory duplicate table,Inline Check in action with kind prefilled message to student/parent,,1
X3-08,X3 Information architect,All,/freelancer/learninghub,features/learninghub/HubTabs.tsx,Nav depth,"Depth 3-4: side nav, tab, sub-tab (4 on Placement/Quizzes), filter chips, item",3,,01-inventory Sub-tabs; sitemap,Max depth 2 for daily jobs,,1
X3-09,X3 Information architect,9,/freelancer/learninghub,features/learninghub/quiz/TutorAssess.tsx,Library,"Question bank identical under Quizzes and Placement (same object, two homes)",2,,01-inventory Sub-tabs (TutorAssess.tsx:63),One Question bank inside Library,,1
X3-10,X3 Information architect,"3,10",/freelancer/learninghub,features/learninghub/NotesPanel.tsx,Library,"Lessons, Quizzes, Flashcards, Placement, Tools each open on the whole catalogue (8,971 quizzes, 51,873 cards, 7,894 lessons) not the tutor's students",3,,brief 7A.2 #2; 01c section 4,"Scopes: Mine, Recent, For my students, All; default to students' years/subjects",,1
X3-11,X3 Information architect,4,/freelancer/learninghub,features/learninghub/DiagnosticPanel.tsx,Starting quiz,"Placement is a top-level tab (78 tests, 3-step explainer, Waive form at bottom) for a one-off per-student event",3,,brief 7A.2 #7; 01b Placement row,Fold into Enrol wizard and student profile; authoring in Library,,1
X3-12,X3 Information architect,4,/freelancer/learninghub,features/learninghub/StudentsPanel.tsx,Enrol,"Enrol then start a Year 3 costs ~23 clicks across Students, Placement, Lessons, Messages",4,,Click count table X3-journal scenario 4,"Enrol wizard: subjects, starting quiz default on, parent invite, first-lesson suggestion",,1
X3-13,X3 Information architect,"4,8",/freelancer/learninghub,features/learninghub/StudentsPanel.tsx,Student profile,"No student profile hub: progress, message, assign are separate tabs with the student re-picked each time",3,,01-inventory Students; brief 7A.2 #12,"Student profile = home for assign, mark, progress, starting quiz, messages, parent",,1
X3-14,X3 Information architect,3,/freelancer/learninghub,features/learninghub/GroupsSection.tsx,Students,"Groups (marked optional) fill the top half of Students before the primary object, the student",2,,brief 7A.2 #12; 01b Students row,Groups as a filter/multiplier chip and as a 'who' in Assign,,1
X3-15,X3 Information architect,"5,6",/freelancer/learninghub,features/learninghub/LiveLessonsPanel.tsx,Teach,"Live lessons, Schedule video lesson, Teach in person, broadcasting, Rejoin: five names for two modes",3,,01-inventory Naming; 00-brief 7A.2 #16,Teach tab: Video class / In-person class,,1
X3-16,X3 Information architect,5,/freelancer/learninghub,features/learninghub/remotesync/TutorLiveBanner.tsx,Teach,A forgotten broadcast cannot be ended from the UI (endRemoteSync has no caller); stale banner persists days,4,,01c section 5; 01-inventory Broadcasting banner,End button on banner; 45 min idle expiry,,1
X3-17,X3 Information architect,"1,5",/freelancer/learninghub,features/learninghub/home/NextLesson.tsx,Today,Next lesson on Home duplicates Live lessons 'Nothing coming up',2,,01c 1.3,Single Next class card on Today; Teach lists Upcoming,,1
X3-18,X3 Information architect,6,/freelancer/learninghub,features/learninghub/inperson/InPersonApp.tsx,Teach in person,"No register in in-person flow (no register/attendance in inperson/); scenario 6 needs register, quiz, results",3,,grep of features/learninghub/inperson; brief scenario 6,Register step defaulting all present; quiz and results in the same flow,,1
X3-19,X3 Information architect,10,/freelancer/learninghub,features/learninghub/tools/ToolsPanel.tsx,Tools,"Tools is a top-level tab of 216 tiles, 138 not ready; no PANEL_ICON; purpose unclear; it is a lesson-time launcher",2,,01-inventory dead code; brief 7A.2 #9,Move to Teach launcher and Library type; hide unreleased,,1
X3-20,X3 Information architect,3,/freelancer/learninghub,features/learninghub/curriculum/CurriculumCard.tsx,Progress,"Curriculum coverage appears twice (CurriculumRings on Progress, CurriculumCard on Lessons) with different lesson counts and Lessons opens on a 200-cell grid",3,,01-inventory Duplicate paths; 01c section 6,One Coverage view in Library and per-student in Progress; Lessons opens on the list,,1
X3-21,X3 Information architect,7,/freelancer/learninghub,features/learninghub/ProgressPanel.tsx,Reporting,No parents' evening export or term view a parent can read,3,,brief scenario 7; 01-inventory Progress,Per-student report view with print/export,,1
X3-22,X3 Information architect,8,/freelancer/learninghub,features/learninghub/QuestionsPanel.tsx,Messages,"Student message centre is folders x lessons x threads; key 'questions', API 'doubts', label differs by role",3,,"01-inventory Messages, Naming","Unread-first inbox, one thread per child, header icon",,1
X3-23,X3 Information architect,11,/freelancer/learninghub,features/learninghub/HubHero.tsx,Settings,"Pass mark, show answers, retake, placement required live in another app (/setup?tab=hub); no override where used; staff never see it",2,,01-inventory Settings; HubHero.tsx:71,Settings gear in hub; per-quiz overrides,,1
X3-24,X3 Information architect,3,/freelancer/learninghub,features/learninghub/homework/TutorHomework.tsx,Assign,Homework is both a content type and an assignment; segmented 'Set homework' is a list and a button,2,,01b Homework row; TutorHomework.tsx:126,Homework = assigned thing only; Assign is the verb,,1
X3-25,X3 Information architect,All,/freelancer/learninghub,features/learninghub/names.ts,Vocabulary,Notes vs Lessons; hubLessons holds live sessions while hubNotes holds lessons; diagnostic/Placement/Starting quiz/Baseline; Hub has three names,3,,01-inventory Naming; 01c 1.1,Adopt vocabulary table in X3-journal section 5,,1
X3-26,X3 Information architect,3,/freelancer/learninghub,features/learninghub/teachKit.tsx,Quick actions,Quick actions New lesson and Assign homework work by regex-clicking hidden DOM buttons,2,,teachKit.tsx:310; 01-inventory dead code,Direct handlers or one action registry,,1
X3-27,X3 Information architect,C1,/custdash/learninghub,features/learninghub/family/KidMode.tsx,Child home,Kid mode gets 7 tabs mirroring tutor tabs; child asks 'what do I do now' and gets 5 peer tabs,3,,KidMode.tsx:15; brief 8.2,"Age-band nav: KS1 3 icons, KS2/KS3-4 4 tabs; tasks in Today",,1
X3-28,X3 Information architect,C1,/custdash/learninghub,features/learninghub/home/StudentHome.tsx,Child home,Home and Homework tab give different answers (2 due vs none) because empty state shown on failure and overdue called due soon,4,,01c 3.1,Share one homework fetch; error not empty,,1
X3-29,X3 Information architect,C2,/custdash/learninghub,features/learninghub/shared-assess/StudentAssess.tsx,Child quizzes,Quizzes tab shows 709 incl. 599 locked lesson quizzes; two different 'lock' rules share one word,3,,01c section 4; brief 8.2 #3,Only assigned/unlocked in Today; Explore opt-in for KS3-4,,1
X3-30,X3 Information architect,P1,/custdash/learninghub,features/learninghub/home/StudentHome.tsx,Parent,"Parent sees 10 tabs incl. Tools, Placement, Quizzes; wants 'is my child OK, what next' in one glance",3,,01-inventory tab visibility table; 01b parent Home row,"4 tabs: Today, Progress, Messages, Learning",,1
X3-31,X3 Information architect,C2,/custdash/learninghub,features/learninghub/curriculum/CurriculumCard.tsx,Child lessons,Child Lessons tab opens on a tutor-style curriculum grid before the lessons,2,,brief 8.2 #5; CurriculumCard child mode,Lessons first; My map only for KS3-4 under Progress,,1
